drug1id,drug2id,drug1dose,drug2dose,combination_name,cellid,batchid,viability1,viability2,viability3,viability4,mu/muMax_published,X/X0_published
Gemcitabine,MK-8669,0.00125,5e-04,Gemcitabine & MK-8669,A2058,1,0.944,1.035,0.93,0.838,0.967,0.955
Gemcitabine,MK-8669,0.00125,0.00223,Gemcitabine & MK-8669,A2058,1,0.976,0.967,1.027,0.866,0.985,0.98
Gemcitabine,MK-8669,0.00125,0.01,Gemcitabine & MK-8669,A2058,1,0.866,0.949,0.924,0.88,0.948,0.93
Gemcitabine,Sunitinib,0.00125,0.625,Gemcitabine & Sunitinib,A2058,1,0.974,1.028,0.97,0.942,0.985,0.98
Gemcitabine,Sunitinib,0.00125,1.25,Gemcitabine & Sunitinib,A2058,1,0.599,0.5,0.574,0.517,0.693,0.653
Gemcitabine,Sunitinib,0.00125,2.5,Gemcitabine & Sunitinib,A2058,1,0.266,0.254,0.225,0.233,0.283,0.37
Gemcitabine,Sunitinib,0.00125,5,Gemcitabine & Sunitinib,A2058,1,0.254,0.17,0.138,0.154,0.076,0.278
L778123,AZD1775,0.325,0.0325,L778123 & AZD1775,A2058,1,0.75,0.91,0.785,0.764,0.87,0.836
L778123,AZD1775,0.325,0.08,L778123 & AZD1775,A2058,1,0.752,0.884,0.88,0.832,0.921,0.896
L778123,AZD1775,0.325,0.2,L778123 & AZD1775,A2058,1,0.773,0.913,0.851,0.733,0.894,0.864
L778123,AZD1775,0.325,0.5,L778123 & AZD1775,A2058,1,0.894,0.902,0.867,0.793,0.935,0.914
L778123,Dinaciclib,0.325,0.000925,L778123 & Dinaciclib,A2058,1,0.991,1.064,1.08,1.095,1.035,1.05
L778123,Dinaciclib,0.325,0.00325,L778123 & Dinaciclib,A2058,1,0.999,0.957,0.949,0.991,0.987,0.982
L778123,Dinaciclib,0.325,0.0115,L778123 & Dinaciclib,A2058,1,0.559,0.476,0.405,,0.623,0.593
L778123,Dinaciclib,0.325,0.04,L778123 & Dinaciclib,A2058,1,0.099,0.032,0.032,0.042,-0.676,0.098
L778123,MK-2206,0.325,0.045,L778123 & MK-2206,A2058,1,1.04,0.95,0.94,1.093,0.998,0.997
L778123,MK-2206,0.325,0.2,L778123 & MK-2206,A2058,1,0.864,0.72,0.745,0.889,0.89,0.858
L778123,MK-2206,0.325,0.9,L778123 & MK-2206,A2058,1,0.743,0.771,0.549,0.689,0.83,0.79
L778123,MK-2206,0.325,4,L778123 & MK-2206,A2058,1,0.562,0.462,0.483,0.506,0.643,0.609
L778123,MK-8776,0.325,0.0925,L778123 & MK-8776,A2058,1,0.971,0.99,0.969,1.05,0.99,0.986
L778123,MK-8776,0.325,0.325,L778123 & MK-8776,A2058,1,0.681,0.862,0.906,0.885,0.931,0.909
L778123,MK-8776,0.325,1.15,L778123 & MK-8776,A2058,1,0.387,0.569,0.586,0.673,0.721,0.68
L778123,MK-8776,0.325,4,L778123 & MK-8776,A2058,1,0.403,0.542,0.552,0.452,0.645,0.611
L778123,Sorafenib,0.325,2.5,L778123 & Sorafenib,A2058,1,0.997,1.153,1,1.023,1.006,1.008
L778123,Sorafenib,0.325,5,L778123 & Sorafenib,A2058,1,1.018,0.948,1.035,1.021,1.01,1.014
L778123,Sorafenib,0.325,10,L778123 & Sorafenib,A2058,1,0.936,0.813,0.934,0.978,0.966,0.954
L778123,Sorafenib,0.325,20,L778123 & Sorafenib,A2058,1,0.522,0.546,0.596,0.54,0.69,0.651
L778123,Vinorelbine,0.325,0.000325,L778123 & Vinorelbine,A2058,1,0.468,0.387,0.948,1.022,0.825,0.784
L778123,Vinorelbine,0.325,0.0016,L778123 & Vinorelbine,A2058,1,0.155,0.944,0.847,0.96,0.944,0.925
L778123,Vinorelbine,0.325,0.008,L778123 & Vinorelbine,A2058,1,0.74,0.146,0.634,0.681,0.787,0.744
L778123,Vinorelbine,0.325,0.04,L778123 & Vinorelbine,A2058,1,0.098,0.093,0.137,0.303,-0.087,0.222
Lapatinib,BEZ-235,0.055,0.0045,Lapatinib & BEZ-235,A2058,1,1.067,1.047,0.249,0.955,1,1.001
Lapatinib,BEZ-235,0.055,0.02,Lapatinib & BEZ-235,A2058,1,1.007,1.028,0.15,0.945,0.987,0.983
Lapatinib,BEZ-235,0.055,0.09,Lapatinib & BEZ-235,A2058,1,0.694,0.476,0.207,0.551,0.662,0.626
Lapatinib,BEZ-235,0.055,0.4,Lapatinib & BEZ-235,A2058,1,0.086,0.055,0.056,0.065,-0.423,0.139
Lapatinib,Erlotinib,0.055,0.055,Lapatinib & Erlotinib,A2058,1,0.956,0.903,0.916,0.82,0.952,0.935
Lapatinib,Erlotinib,0.055,0.245,Lapatinib & Erlotinib,A2058,1,0.341,0.395,0.412,0.252,0.493,0.495
Lapatinib,Erlotinib,0.055,1.1,Lapatinib & Erlotinib,A2058,1,0.154,0.095,0.159,0.137,0.022,0.258
Lapatinib,Erlotinib,0.055,5,Lapatinib & Erlotinib,A2058,1,0.085,0.105,0.078,0.072,-0.274,0.171
Lapatinib,MK-8776,0.055,0.0925,Lapatinib & MK-8776,A2058,1,0.966,1.011,1.03,1.007,1.004,1.006
Lapatinib,MK-8776,0.055,0.325,Lapatinib & MK-8776,A2058,1,0.493,0.655,0.576,0.536,0.702,0.662
Lapatinib,MK-8776,0.055,1.15,Lapatinib & MK-8776,A2058,1,0.128,0.12,0.094,0.121,-0.074,0.226
Lapatinib,MK-8776,0.055,4,Lapatinib & MK-8776,A2058,1,0.096,0.131,0.085,0.131,-0.104,0.216
Lapatinib,geldanamycin,0.055,0.0223,Lapatinib & geldanamycin,A2058,1,0.867,0.904,0.799,0.818,0.913,0.886
Lapatinib,geldanamycin,0.055,0.1,Lapatinib & geldanamycin,A2058,1,0.844,0.814,0.798,0.792,0.89,0.859
Lapatinib,geldanamycin,0.055,0.45,Lapatinib & geldanamycin,A2058,1,0.796,0.826,0.854,0.79,0.894,0.863
Lapatinib,geldanamycin,0.055,2,Lapatinib & geldanamycin,A2058,1,0.785,0.841,0.748,0.818,0.888,0.856
MK-2206,Dasatinib,0.045,0.024,MK-2206 & Dasatinib,A2058,1,0.664,0.268,0.856,0.819,0.848,0.81
MK-2206,Dasatinib,0.045,0.12,MK-2206 & Dasatinib,A2058,1,0.682,0.35,0.586,0.591,0.731,0.689
MK-2206,Dasatinib,0.045,0.6,MK-2206 & Dasatinib,A2058,1,0.246,0.234,0.232,0.269,0.275,0.366
MK-2206,Dasatinib,0.045,3,MK-2206 & Dasatinib,A2058,1,0.12,0.047,0.077,0.038,-0.411,0.141
MK-2206,MK-8669,0.045,0.01,MK-2206 & MK-8669,A2058,1,0.836,0.871,0.912,0.799,0.919,0.894
MK-2206,MK-8776,0.045,0.0925,MK-2206 & MK-8776,A2058,1,0.554,0.587,0.5,0.568,0.707,0.666
MK-2206,MK-8776,0.045,0.325,MK-2206 & MK-8776,A2058,1,0.228,0.233,0.227,0.174,0.248,0.353
MK-2206,MK-8776,0.045,1.15,MK-2206 & MK-8776,A2058,1,0.142,0.091,0.078,0.081,-0.245,0.178
MK-2206,SN-38,0.045,0.005,MK-2206 & SN-38,A2058,1,0.867,0.86,0.825,0.772,0.913,0.886
MK-2206,Sorafenib,0.045,2.5,MK-2206 & Sorafenib,A2058,1,0.924,0.894,0.87,0.843,0.936,0.916
MK-2206,Sorafenib,0.045,5,MK-2206 & Sorafenib,A2058,1,0.074,0.052,0.125,0.097,-0.25,0.177
MK-2206,Sorafenib,0.045,10,MK-2206 & Sorafenib,A2058,1,0.003,0.003,0.004,0.003,-1.982,0.016
MK-4541,5-FU,0.045,10,MK-4541 & 5-FU,A2058,1,0.769,0.604,0.845,0.76,0.864,0.828
MK-4541,ABT-888,0.045,0.35,MK-4541 & ABT-888,A2058,1,0.396,0.526,0.784,0.469,0.645,0.612
MK-4541,ABT-888,0.045,1.08,MK-4541 & ABT-888,A2058,1,0.721,0.517,0.851,0.117,0.757,0.714
MK-4541,ABT-888,0.045,3.25,MK-4541 & ABT-888,A2058,1,0.8,0.351,0.845,0.464,0.767,0.724
MK-4541,Bortezomib,0.045,0.04,MK-4541 & Bortezomib,A2058,1,0.799,0.677,0.926,0.877,0.91,0.883
MK-4541,Carboplatin,0.045,0.825,MK-4541 & Carboplatin,A2058,1,0.776,0.812,0.855,0.774,0.883,0.85
MK-4541,Carboplatin,0.045,3.25,MK-4541 & Carboplatin,A2058,1,0.326,0.303,0.327,0.224,0.413,0.443
MK-4541,Carboplatin,0.045,12.5,MK-4541 & Carboplatin,A2058,1,0.028,0.022,0.023,0.018,-0.925,0.069
MK-4541,Dexamethasone,0.045,10,MK-4541 & Dexamethasone,A2058,1,0.685,0.576,0.074,0.722,0.766,0.722
MK-4541,Doxorubicin,0.045,0.0108,MK-4541 & Doxorubicin,A2058,1,0.678,0.606,0.88,0.243,0.775,0.732
MK-4541,Doxorubicin,0.045,0.0325,MK-4541 & Doxorubicin,A2058,1,0.298,0.55,0.863,0.701,0.762,0.719
MK-4541,Doxorubicin,0.045,0.1,MK-4541 & Doxorubicin,A2058,1,0.285,0.5,0.426,0.367,0.531,0.522
MK-4541,Gemcitabine,0.045,0.01,MK-4541 & Gemcitabine,A2058,1,0.122,0.281,0.414,0.726,0.463,0.475
MK-4541,L778123,0.045,0.325,MK-4541 & L778123,A2058,1,0.741,0.434,0.674,0.658,0.794,0.751
MK-4541,L778123,0.045,0.8,MK-4541 & L778123,A2058,1,0.482,0.173,0.527,0.497,0.637,0.605
MK-4541,L778123,0.045,2,MK-4541 & L778123,A2058,1,0.493,0.452,0.528,0.443,0.619,0.59
MK-4541,MK-4827,0.045,10,MK-4541 & MK-4827,A2058,1,0.908,0.66,0.902,0.798,0.918,0.892
MK-4541,MK-5108,0.045,0.075,MK-4541 & MK-5108,A2058,1,0.888,0.594,0.924,0.93,0.95,0.933
MK-4541,MK-5108,0.045,0.225,MK-4541 & MK-5108,A2058,1,0.804,0.582,0.934,0.728,0.865,0.829
MK-4541,MK-5108,0.045,0.675,MK-4541 & MK-5108,A2058,1,0.629,0.438,0.53,0.676,0.723,0.681
MK-4541,MRK-003,0.045,10,MK-4541 & MRK-003,A2058,1,0.833,0.862,0.568,0.855,0.914,0.887
MK-4541,Metformin,0.045,9.25,MK-4541 & Metformin,A2058,1,0.893,0.72,0.898,0.831,0.924,0.901
MK-4541,Metformin,0.045,27.5,MK-4541 & Metformin,A2058,1,0.139,0.784,0.9,0.751,0.866,0.83
MK-4541,Metformin,0.045,82.5,MK-4541 & Metformin,A2058,1,0.024,0.406,0.08,0.045,-0.407,0.142
MK-4541,Oxaliplatin,0.045,20,MK-4541 & Oxaliplatin,A2058,1,0.607,0.42,0.75,0.637,0.759,0.716
MK-4541,PD325901,0.045,0.0011,MK-4541 & PD325901,A2058,1,0.359,0.266,0.342,0.383,0.468,0.478
MK-4541,PD325901,0.045,0.005,MK-4541 & PD325901,A2058,1,0.144,0.144,0.117,0.142,0.013,0.255
MK-4541,PD325901,0.045,0.0223,MK-4541 & PD325901,A2058,1,0.318,0.256,0.173,0.295,0.346,0.404
MK-4541,Sorafenib,0.045,20,MK-4541 & Sorafenib,A2058,1,0.908,0.919,0.779,0.48,0.913,0.887
MK-4541,Sunitinib,0.045,0.625,MK-4541 & Sunitinib,A2058,1,0.667,0.742,0.631,0.77,0.822,0.781
MK-4541,Sunitinib,0.045,1.25,MK-4541 & Sunitinib,A2058,1,0.631,0.706,0.341,0.668,0.781,0.738
MK-4541,Sunitinib,0.045,2.5,MK-4541 & Sunitinib,A2058,1,0.223,0.204,0.385,0.195,0.216,0.337
MK-4541,Vinblastine,0.045,0.04,MK-4541 & Vinblastine,A2058,1,0.813,0.6,0.886,0.367,0.824,0.783
MK-4541,Vinorelbine,0.045,0.000325,MK-4541 & Vinorelbine,A2058,1,0.672,0.592,0.734,0.445,0.767,0.724
MK-4541,Vinorelbine,0.045,0.0016,MK-4541 & Vinorelbine,A2058,1,0.662,0.328,0.655,0.401,0.676,0.638
MK-4541,Vinorelbine,0.045,0.008,MK-4541 & Vinorelbine,A2058,1,0.52,0.503,0.564,0.65,0.689,0.65
MK-4827,ABT-888,0.223,10,MK-4827 & ABT-888,A2058,1,0.701,0.817,0.728,0.658,0.829,0.789
MK-4827,ABT-888,2.75,0.35,MK-4827 & ABT-888,A2058,1,0.327,0.385,0.326,0.564,0.476,0.483
MK-4827,ABT-888,2.75,1.08,MK-4827 & ABT-888,A2058,1,0.185,0.188,0.185,0.163,0.143,0.305
MK-4827,ABT-888,2.75,3.25,MK-4827 & ABT-888,A2058,1,0.3,0.329,0.313,0.289,0.4,0.435
MK-4827,Bortezomib,0.223,0.04,MK-4827 & Bortezomib,A2058,1,0.95,0.975,0.879,0.994,0.98,0.973
MK-4827,Bortezomib,2.75,0.00045,MK-4827 & Bortezomib,A2058,1,0.956,0.974,0.911,0.845,0.965,0.952
MK-4827,Bortezomib,2.75,0.002,MK-4827 & Bortezomib,A2058,1,0.703,0.739,0.741,0.685,0.834,0.794
MK-4827,Bortezomib,2.75,0.009,MK-4827 & Bortezomib,A2058,1,0.604,0.575,0.512,0.181,0.69,0.651
MK-4827,Dinaciclib,0.223,0.04,MK-4827 & Dinaciclib,A2058,1,0.845,0.828,0.947,0.987,0.944,0.926
MK-4827,Dinaciclib,2.75,0.000925,MK-4827 & Dinaciclib,A2058,1,0.815,0.846,0.862,1.061,0.92,0.895
MK-4827,Dinaciclib,2.75,0.00325,MK-4827 & Dinaciclib,A2058,1,0.872,0.853,0.82,0.283,0.909,0.882
MK-4827,Dinaciclib,2.75,0.0115,MK-4827 & Dinaciclib,A2058,1,0.584,0.515,0.289,0.546,0.679,0.64
MK-4827,MK-2206,0.223,4,MK-4827 & MK-2206,A2058,1,0.908,0.564,0.861,0.698,0.874,0.839
MK-4827,MK-2206,2.75,0.045,MK-4827 & MK-2206,A2058,1,0.583,0.563,0.507,0.591,0.717,0.676
MK-4827,MK-2206,2.75,0.2,MK-4827 & MK-2206,A2058,1,0.464,0.437,0.45,0.5,0.603,0.576
MK-4827,MK-2206,2.75,0.9,MK-4827 & MK-2206,A2058,1,0.16,0.154,0.065,0.083,-0.082,0.223
MK-4827,MK-8776,0.223,4,MK-4827 & MK-8776,A2058,1,0.828,0.808,0.826,0.691,0.898,0.868
MK-4827,MK-8776,2.75,0.0925,MK-4827 & MK-8776,A2058,1,0.469,0.33,0.569,0.561,0.663,0.627
MK-4827,MK-8776,2.75,0.325,MK-4827 & MK-8776,A2058,1,0.48,0.301,0.083,0.499,0.523,0.516
MK-4827,MK-8776,2.75,1.15,MK-4827 & MK-8776,A2058,1,0.271,0.245,0.304,0.342,0.367,0.416
MK-4827,PD325901,2.75,0.1,MK-4827 & PD325901,A2058,1,0.829,0.91,0.92,0.886,0.946,0.927
MK-4827,SN-38,0.223,0.000115,MK-4827 & SN-38,A2058,1,0.778,0.872,0.675,0.836,0.891,0.86
MK-4827,SN-38,0.223,4e-04,MK-4827 & SN-38,A2058,1,0.363,0.433,0.359,0.356,0.483,0.488
MK-4827,SN-38,0.223,0.00143,MK-4827 & SN-38,A2058,1,0.151,0.111,0.121,0.146,-0.022,0.242
MK-4827,Sorafenib,2.75,10,MK-4827 & Sorafenib,A2058,1,0.728,0.626,0.492,0.636,0.766,0.723
MK-4827,Sorafenib,2.75,20,MK-4827 & Sorafenib,A2058,1,0.215,0.164,0.223,0.205,0.208,0.334
MK-4827,Topotecan,0.223,0.0223,MK-4827 & Topotecan,A2058,1,0.136,0.102,0.102,0.106,-0.15,0.203
MK-4827,Topotecan,0.223,0.0775,MK-4827 & Topotecan,A2058,1,0.079,0.093,0.101,0.101,-0.185,0.194
MK-4827,Topotecan,2.75,0.275,MK-4827 & Topotecan,A2058,1,1.007,1.029,1.025,0.999,1.008,1.011
MK-4827,Topotecan,2.75,1,MK-4827 & Topotecan,A2058,1,1.006,1.06,1.034,1.034,1.017,1.024
MK-4827,geldanamycin,0.223,0.0223,MK-4827 & geldanamycin,A2058,1,0.854,0.178,0.2,0.883,0.675,0.637
MK-4827,geldanamycin,0.223,0.1,MK-4827 & geldanamycin,A2058,1,0.814,0.059,0.393,0.876,0.744,0.701
MK-5108,BEZ-235,0.075,0.09,MK-5108 & BEZ-235,A2058,1,0.993,0.988,1.079,0.961,0.995,0.993
MK-5108,BEZ-235,0.075,0.4,MK-5108 & BEZ-235,A2058,1,0.957,0.895,0.998,0.925,0.969,0.958
MK-5108,Bortezomib,0.075,0.00045,MK-5108 & Bortezomib,A2058,1,0.695,0.61,0.59,0.624,0.755,0.712
MK-5108,Bortezomib,0.075,0.002,MK-5108 & Bortezomib,A2058,1,0.137,0.12,0.109,0.121,-0.074,0.226
MK-5108,Erlotinib,0.075,1.1,MK-5108 & Erlotinib,A2058,1,0.939,1.119,1.022,0.968,0.997,0.996
MK-5108,Erlotinib,0.075,5,MK-5108 & Erlotinib,A2058,1,0.669,0.616,0.531,0.632,0.761,0.718
MK-5108,MK-2206,0.075,0.045,MK-5108 & MK-2206,A2058,1,0.258,0.229,0.224,0.241,0.266,0.361
MK-5108,MK-2206,0.075,0.2,MK-5108 & MK-2206,A2058,1,0.169,0.154,0.163,0.156,0.067,0.274
MK-5108,MK-8776,0.075,1.15,MK-5108 & MK-8776,A2058,1,1.061,1.069,1.095,1.062,1.032,1.046
MK-5108,MK-8776,0.075,4,MK-5108 & MK-8776,A2058,1,1.032,1.099,0.96,1.019,1.013,1.018
MK-5108,PD325901,0.075,0.0011,MK-5108 & PD325901,A2058,1,0.044,0.063,0.048,0.048,-0.543,0.118
MK-5108,PD325901,0.075,0.005,MK-5108 & PD325901,A2058,1,0.001,0.002,0.001,0.004,-2.168,0.012
MK-5108,Topotecan,0.075,0.275,MK-5108 & Topotecan,A2058,1,0.866,0.837,0.906,0.828,0.918,0.893
MK-5108,Topotecan,0.075,1,MK-5108 & Topotecan,A2058,1,0.952,0.835,0.936,0.771,0.938,0.918
MK-5108,geldanamycin,0.075,0.0223,MK-5108 & geldanamycin,A2058,1,0.888,0.849,0.887,0.92,0.939,0.92
MK-5108,geldanamycin,0.075,0.1,MK-5108 & geldanamycin,A2058,1,0.948,0.841,0.964,0.994,0.977,0.969
MK-8669,MK-8776,0.00011,1.15,MK-8669 & MK-8776,A2058,1,0.939,1.042,1.054,,1.021,1.029
MK-8669,MK-8776,0.00011,4,MK-8669 & MK-8776,A2058,1,1.002,0.864,1.071,0.976,0.994,0.992
MK-8669,Oxaliplatin,0.00011,0.75,MK-8669 & Oxaliplatin,A2058,1,0.592,0.407,0.488,0.538,0.661,0.625
MK-8669,Oxaliplatin,0.00011,2.25,MK-8669 & Oxaliplatin,A2058,1,0.013,0.02,0.018,0.027,-1.02,0.061
MK-8669,Topotecan,0.00011,0.275,MK-8669 & Topotecan,A2058,1,1.097,0.982,0.954,1.141,1.02,1.027
MK-8669,Topotecan,0.00011,1,MK-8669 & Topotecan,A2058,1,1.038,1.082,1.035,1.046,1.021,1.029
MK-8669,geldanamycin,0.00011,0.0223,MK-8669 & geldanamycin,A2058,1,0.855,1.027,0.993,1.057,1.005,1.007
MK-8669,geldanamycin,0.00011,0.1,MK-8669 & geldanamycin,A2058,1,0.521,0.498,0.54,0.548,0.678,0.64
MRK-003,AZD1775,0.35,0.2,MRK-003 & AZD1775,A2058,1,0.928,0.955,1.032,0.865,0.969,0.958
MRK-003,AZD1775,0.35,0.5,MRK-003 & AZD1775,A2058,1,0.952,0.951,0.776,0.816,0.937,0.916
MRK-003,BEZ-235,0.35,0.0045,MRK-003 & BEZ-235,A2058,1,0.74,0.692,0.671,0.704,0.817,0.776
MRK-003,BEZ-235,0.35,0.02,MRK-003 & BEZ-235,A2058,1,0.651,0.582,0.65,0.634,0.775,0.732
MRK-003,Cyclophosphamide,0.35,3.25,MRK-003 & Cyclophosphamide,A2058,1,1.098,1.076,0.987,1.001,1.019,1.027
MRK-003,Cyclophosphamide,0.35,10,MRK-003 & Cyclophosphamide,A2058,1,1.088,0.996,1.02,1.003,1.006,1.008
MRK-003,Dasatinib,0.35,0.024,MRK-003 & Dasatinib,A2058,1,1.013,1.006,1.047,1.017,1.008,1.011
MRK-003,Dasatinib,0.35,0.12,MRK-003 & Dasatinib,A2058,1,0.648,0.553,0.588,0.721,0.756,0.713
MRK-003,Doxorubicin,0.35,0.1,MRK-003 & Doxorubicin,A2058,1,0.974,0.919,1.02,0.959,0.983,0.976
MRK-003,Doxorubicin,0.35,0.3,MRK-003 & Doxorubicin,A2058,1,0.937,0.959,0.935,0.885,0.966,0.954
MRK-003,Etoposide,0.35,0.045,MRK-003 & Etoposide,A2058,1,0.858,0.849,0.854,0.874,0.921,0.896
MRK-003,Etoposide,0.35,0.2,MRK-003 & Etoposide,A2058,1,0.652,0.581,0.64,0.583,0.75,0.707
MRK-003,Lapatinib,0.35,1.1,MRK-003 & Lapatinib,A2058,1,0.808,0.922,0.919,0.957,0.958,0.943
MRK-003,Lapatinib,0.35,5,MRK-003 & Lapatinib,A2058,1,0.555,0.584,0.495,0.518,0.684,0.645
MRK-003,MK-2206,0.35,0.045,MRK-003 & MK-2206,A2058,1,0.191,0.137,0.191,0.155,0.108,0.29
MRK-003,MK-2206,0.35,0.2,MRK-003 & MK-2206,A2058,1,0.263,0.225,0.252,0.25,0.298,0.378
MRK-003,MK-8669,0.35,0.00223,MRK-003 & MK-8669,A2058,1,1.043,1.04,0.994,0.944,1.009,1.012
MRK-003,MK-8669,0.35,0.01,MRK-003 & MK-8669,A2058,1,1.022,1.019,1.024,1.027,1.012,1.016
MRK-003,MK-8776,0.35,0.0925,MRK-003 & MK-8776,A2058,1,0.902,0.841,0.803,0.961,0.93,0.908
MRK-003,MK-8776,0.35,0.325,MRK-003 & MK-8776,A2058,1,0.499,0.449,0.478,0.336,0.61,0.582
MRK-003,Mitomycine,0.35,0.275,MRK-003 & Mitomycine,A2058,1,0.964,1.027,0.98,1.028,1.002,1.002
MRK-003,Mitomycine,0.35,1,MRK-003 & Mitomycine,A2058,1,0.803,0.976,0.853,0.898,0.932,0.911
MRK-003,Oxaliplatin,0.35,0.75,MRK-003 & Oxaliplatin,A2058,1,0.616,0.673,0.631,0.7,0.783,0.74
MRK-003,Oxaliplatin,0.35,2.25,MRK-003 & Oxaliplatin,A2058,1,0.661,0.611,0.659,0.631,0.777,0.734
MRK-003,SN-38,0.35,0.00143,MRK-003 & SN-38,A2058,1,1.052,0.931,1.117,1.04,1.023,1.032
MRK-003,SN-38,0.35,0.005,MRK-003 & SN-38,A2058,1,0.984,1.02,0.952,0.928,0.983,0.977
MRK-003,Sorafenib,0.35,2.5,MRK-003 & Sorafenib,A2058,1,0.565,0.65,0.681,0.72,0.793,0.751
MRK-003,Sorafenib,0.35,5,MRK-003 & Sorafenib,A2058,1,0.662,0.617,0.579,0.615,0.754,0.711
MRK-003,Topotecan,0.35,0.275,MRK-003 & Topotecan,A2058,1,1.086,1.091,0.191,1.037,1.03,1.043
MRK-003,Topotecan,0.35,1,MRK-003 & Topotecan,A2058,1,0.924,1.028,0.994,0.986,0.995,0.993
MRK-003,Vinblastine,0.35,0.000325,MRK-003 & Vinblastine,A2058,1,0.805,0.792,0.753,0.783,0.879,0.845
MRK-003,Vinblastine,0.35,0.0015,MRK-003 & Vinblastine,A2058,1,0.577,0.579,0.566,0.584,0.722,0.68
MRK-003,Zolinza,0.35,4,MRK-003 & Zolinza,A2058,1,1.094,0.983,1.003,1.028,1.008,1.011
MRK-003,geldanamycin,0.35,0.0223,MRK-003 & geldanamycin,A2058,1,1.017,1.024,1.013,1.005,1.008,1.011
MRK-003,geldanamycin,0.35,0.1,MRK-003 & geldanamycin,A2058,1,0.716,0.531,0.767,0.433,0.76,0.717
MRK-003,geldanamycin,0.35,0.45,MRK-003 & geldanamycin,A2058,1,0.053,0.053,0.083,0.038,-0.492,0.126
Metformin,BEZ-235,9.25,0.4,Metformin & BEZ-235,A2058,1,0.961,0.916,0.951,1.008,0.977,0.969
Metformin,Bortezomib,9.25,0.00045,Metformin & Bortezomib,A2058,1,0.812,0.698,0.676,0.819,0.857,0.821
Metformin,Bortezomib,9.25,0.002,Metformin & Bortezomib,A2058,1,0.461,0.531,0.395,0.487,0.621,0.591
Metformin,Bortezomib,9.25,0.009,Metformin & Bortezomib,A2058,1,0.051,0.065,0.053,0.033,-0.504,0.124
Metformin,Erlotinib,9.25,5,Metformin & Erlotinib,A2058,1,1.069,0.932,1.012,0.972,0.996,0.994
Metformin,L778123,9.25,0.325,Metformin & L778123,A2058,1,0.652,0.613,0.581,0.678,0.768,0.725
Metformin,L778123,9.25,0.8,Metformin & L778123,A2058,1,0.589,0.594,0.583,0.518,0.728,0.686
Metformin,L778123,9.25,2,Metformin & L778123,A2058,1,0.308,0.226,0.409,0.393,0.468,0.478
Metformin,MK-4827,9.25,10,Metformin & MK-4827,A2058,1,1.054,1.104,1.075,0.979,1.032,1.045
Metformin,MK-5108,9.25,0.075,Metformin & MK-5108,A2058,1,1.024,1.025,1.029,0.91,1.012,1.017
Metformin,MK-5108,9.25,0.225,Metformin & MK-5108,A2058,1,0.692,0.792,0.818,0.57,0.849,0.811
Metformin,MK-5108,9.25,0.675,Metformin & MK-5108,A2058,1,0.098,0.155,0.143,0.091,-0.074,0.226
Metformin,Sorafenib,9.25,20,Metformin & Sorafenib,A2058,1,1.047,1.009,1.111,1.046,1.023,1.032
Metformin,Sunitinib,9.25,0.625,Metformin & Sunitinib,A2058,1,0.504,0.452,0.579,0.481,0.64,0.607
Metformin,Sunitinib,9.25,1.25,Metformin & Sunitinib,A2058,1,0.128,0.134,0.137,0.128,-0.031,0.24
Metformin,Sunitinib,9.25,2.5,Metformin & Sunitinib,A2058,1,0.137,0.122,0.105,0.138,-0.038,0.237
Methotrexate,ABT-888,0.0325,10,Methotrexate & ABT-888,A2058,1,0.782,0.752,0.825,0.811,0.885,0.852
Methotrexate,AZD1775,0.013,0.0325,Methotrexate & AZD1775,A2058,1,0.877,0.907,0.784,0.882,0.935,0.914
Methotrexate,AZD1775,0.013,0.08,Methotrexate & AZD1775,A2058,1,0.762,0.668,0.855,0.934,0.892,0.861
Methotrexate,AZD1775,0.013,0.2,Methotrexate & AZD1775,A2058,1,0.836,0.72,0.889,0.695,0.873,0.838
Methotrexate,BEZ-235,0.0325,0.4,Methotrexate & BEZ-235,A2058,1,0.844,0.783,0.742,0.699,0.862,0.826
Methotrexate,Bortezomib,0.013,0.00045,Methotrexate & Bortezomib,A2058,1,0.457,0.422,0.377,0.42,0.561,0.544
Methotrexate,Bortezomib,0.013,0.002,Methotrexate & Bortezomib,A2058,1,0.109,0.086,0.119,0.081,-0.184,0.194
Methotrexate,Bortezomib,0.013,0.009,Methotrexate & Bortezomib,A2058,1,0.067,0.058,0.045,0.046,-0.501,0.125
Methotrexate,Dasatinib,0.0325,3,Methotrexate & Dasatinib,A2058,1,0.913,0.871,0.854,0.736,0.925,0.901
Methotrexate,Dinaciclib,0.013,0.000925,Methotrexate & Dinaciclib,A2058,1,0.196,0.705,0.693,0.764,0.818,0.777
Methotrexate,Dinaciclib,0.013,0.00325,Methotrexate & Dinaciclib,A2058,1,0.207,0.304,0.236,0.229,0.26,0.358
Methotrexate,Dinaciclib,0.013,0.0115,Methotrexate & Dinaciclib,A2058,1,0.016,0.023,0.246,0.016,-0.989,0.063
Methotrexate,Erlotinib,0.0325,5,Methotrexate & Erlotinib,A2058,1,0.493,0.752,0.866,0.794,0.869,0.834
Methotrexate,L778123,0.013,0.325,Methotrexate & L778123,A2058,1,0.561,0.634,0.648,0.557,0.739,0.696
Methotrexate,L778123,0.013,0.8,Methotrexate & L778123,A2058,1,0.494,0.534,0.496,0.544,0.663,0.627
